Patient_ID,First_Name,Last_Name,SSN,Age,Gender,Blood_Type,Admission_Type,Diagnosis,Systolic_BP,Diastolic_BP,Heart_Rate,Glucose_Level,BMI,Readmission_Risk
PID-1233,Taylor,Jones,773-29-6512,45,Male,A+,Elective,Diabetes Type 2,149,74,89,110.1,34.7,Low
PID-1234,Tammy,Ballard,375-12-6465,39,Male,AB-,Emergency,COPD,157,79,91,134.71,33.7,Moderate
PID-1235,Alexander,Herrera,466-48-4296,82,Male,O+,Urgent,Diabetes Type 2,111,85,77,101.89,37.2,Moderate
PID-1236,Brenda,Carson,381-14-3831,81,Male,O-,Elective,Heart Failure,136,88,71,103.23,34.8,High
PID-1237,Thomas,Harvey,575-42-9996,24,Male,B-,Urgent,Heart Failure,118,70,92,131.32,,Low
PID-1238,Jeffrey,Brown,844-60-4952,23,Female,A+,Emergency,Heart Failure,168,91,70,103.34,24.4,Low
PID-1239,Debra,Wilson,047-05-4987,46,Female,A-,Elective,Heart Failure,93,76,94,176.43,28.2,Moderate
PID-1240,Wendy,Wilson,241-69-2223,56,Female,A-,Elective,Pneumonia,104,114,88,89.36,20.3,Low
PID-1241,Paul,Watson,761-90-8851,39,Male,AB+,Urgent,Diabetes Type 2,164,86,62,141.25,38.9,Low
PID-1242,Robert,Newton,159-54-1623,73,Female,AB+,Elective,Heart Failure,110,106,75,109.69,25.2,Moderate
PID-1243,Martha,Gilbert,287-05-6071,75,Female,A-,Urgent,Pneumonia,127,74,93,166.48,23.1,Low
PID-1244,Jeff,Wallace,242-47-1628,81,Male,O-,Emergency,Heart Failure,114,83,71,85.1,30.2,High
PID-1245,Tina,Richardson,661-46-0993,77,Female,O+,Urgent,Heart Failure,135,84,76,196.92,20.5,High
PID-1246,Raymond,Lopez,126-59-1502,25,Female,AB+,Elective,Hypertension,168,86,105,108.89,35.6,Low
PID-1247,Elizabeth,May,612-03-0829,61,Female,A-,Emergency,Pneumonia,142,83,62,120.7,22.5,Low
PID-1248,Kristin,Sanchez,129-73-3363,32,Male,AB-,Emergency,Asthma,114,89,73,169.14,23.8,Low
PID-1249,Casey,Hubbard,213-76-3539,26,Female,A-,Elective,Asthma,127,107,81,165.03,31.0,Low
PID-1250,Lisa,Hall,793-19-9765,19,Female,A+,Elective,Asthma,177,67,70,178.88,27.0,Low
PID-1251,Aaron,Garrison,149-17-8851,55,Female,B-,Emergency,Pneumonia,121,70,104,108.45,34.8,Low
PID-1252,John,Thompson,677-04-2160,58,Male,AB-,Urgent,Pneumonia,97,70,81,101.38,20.7,Low
PID-1253,Alexis,Tyler,244-76-5305,63,Female,B-,Elective,COPD,121,74,75,133.1,28.9,Moderate
PID-1254,Alfred,Baker,130-95-6898,37,Male,AB+,Emergency,COPD,122,69,99,93.71,26.0,Moderate
PID-1255,Alicia,Reese,488-58-5932,50,Female,AB-,Emergency,Hypertension,166,111,85,121.13,27.0,Low
PID-1256,William,Rodriguez,516-29-0711,83,Male,O+,Emergency,COPD,127,98,85,149.67,22.8,High
PID-1257,Jessica,Kerr,675-67-4942,61,Male,B-,Elective,Pneumonia,138,99,70,138.7,21.2,Low
PID-1258,Stephen,Maynard,063-62-6581,23,Female,AB-,Elective,Diabetes Type 2,98,65,68,121.79,33.7,Low
PID-1259,Ronald,Rodriguez,730-57-1205,25,Male,B+,Emergency,Pneumonia,161,109,87,100.59,35.7,Low
PID-1260,Rachel,Morris,152-09-2068,79,Male,A-,Elective,Asthma,96,70,79,184.68,35.4,Moderate
PID-1261,Joshua,Schultz,562-92-5328,20,Female,O-,Elective,Heart Failure,130,119,101,155.17,27.9,Low
PID-1262,Oscar,Harper,302-59-8283,29,Male,O+,Emergency,Hypertension,176,71,72,191.06,25.6,Low
PID-1263,Catherine,Garcia,719-15-9034,62,Female,AB+,Emergency,COPD,97,88,91,107.28,29.2,Moderate
PID-1264,Jennifer,Lewis,463-30-6780,87,Male,B-,Elective,Pneumonia,107,78,81,135.18,29.1,Moderate
PID-1265,Matthew,Chavez,426-94-1558,45,Male,AB+,Elective,Hypertension,163,110,94,60.08,23.2,Low
PID-1266,Larry,Edwards,262-48-2501,71,Female,O+,Emergency,Asthma,152,74,92,109.9,39.2,Low
PID-1267,Gloria,Wells,094-11-1528,75,Male,AB-,Emergency,COPD,150,83,79,130.55,32.0,Moderate
PID-1268,Ryan,Garner,382-17-9116,37,Male,A+,Elective,Heart Failure,149,83,109,126.73,27.9,Moderate
PID-1269,Brian,Frye,576-43-2003,83,Female,O+,Urgent,COPD,168,93,95,151.41,27.6,High
PID-1270,Robert,Russo,769-55-0843,59,Female,A-,Elective,Hypertension,147,113,71,99.83,,Low
PID-1271,Tanya,Burke,361-14-9469,38,Female,O-,Urgent,Diabetes Type 2,104,92,94,51.46,35.2,Low
PID-1272,William,Moore,494-29-1774,59,Male,A-,Emergency,Heart Failure,133,73,73,41.7,20.0,Moderate
PID-1273,Michael,Hawkins,118-98-4565,58,Female,A-,Elective,COPD,151,113,106,131.36,31.2,Moderate
PID-1274,Audrey,Aguirre,866-72-9122,19,Female,AB-,Emergency,Diabetes Type 2,159,76,84,81.16,35.1,Low
PID-1275,Anthony,Hickman,850-89-4382,73,Male,B-,Elective,COPD,125,104,82,154.82,28.3,Moderate
PID-1276,Anthony,Nelson,781-40-5568,28,Male,A-,Emergency,Diabetes Type 2,99,62,73,102.26,32.9,Low
PID-1277,Michael,White,147-73-6567,18,Male,B+,Urgent,COPD,94,79,67,61.43,31.8,Low
PID-1278,Chad,Figueroa,032-12-8692,18,Female,O-,Urgent,Heart Failure,146,113,79,162.14,26.2,Low
PID-1279,Jason,Barnes,350-21-6063,54,Female,AB-,Emergency,Asthma,138,108,103,71.83,28.1,Low
PID-1280,Larry,Nguyen,582-77-1392,23,Female,AB+,Elective,Heart Failure,150,79,109,82.88,22.4,Low
PID-1281,Nicole,Moore,773-80-0816,76,Female,A-,Elective,COPD,158,92,108,138.88,31.1,High
PID-1282,Emily,Nelson,678-55-7958,29,Male,AB-,Elective,Pneumonia,109,112,109,124.18,37.2,Low
PID-1283,Catherine,Perry,221-97-8395,73,Male,O+,Elective,COPD,132,109,82,133.58,32.8,Moderate
PID-1284,Daniel,Jordan,291-87-9718,40,Male,B-,Elective,Heart Failure,134,111,75,121.92,22.0,Moderate
PID-1285,Tommy,Estrada,047-29-6476,18,Male,O-,Emergency,Pneumonia,97,88,91,123.62,23.5,Low
PID-1286,Tracey,Brown,210-39-3461,64,Female,A-,Urgent,Asthma,123,60,85,116.91,23.7,Low
PID-1287,Katrina,Duran,297-42-1966,43,Male,O-,Elective,Diabetes Type 2,97,106,99,119.2,35.0,Low
PID-1288,Adrian,Burgess,180-17-6230,89,Male,AB-,Elective,Hypertension,178,105,63,87.7,32.7,Moderate
PID-1289,Amanda,Hall,573-86-5803,70,Female,A+,Urgent,Asthma,137,64,100,140.05,20.8,Low
PID-1290,Charles,Hensley,044-56-0308,83,Male,A-,Urgent,Hypertension,153,65,68,109.96,24.7,Moderate
PID-1291,Steve,Miller,321-74-7034,85,Female,B+,Elective,Hypertension,93,97,78,126.19,35.9,Moderate
PID-1292,Ashley,Mckinney,428-38-1888,30,Male,AB+,Urgent,Hypertension,112,78,104,115.5,30.2,Low
PID-1293,Richard,Burch,176-80-7539,32,Female,A-,Elective,Diabetes Type 2,154,71,66,123.77,30.6,Low
PID-1294,Marilyn,Gillespie,091-56-1735,36,Female,A-,Urgent,Diabetes Type 2,149,88,84,151.91,28.1,Low
PID-1295,John,Chapman,537-11-6485,28,Female,AB-,Elective,Pneumonia,161,105,73,187.38,31.8,Low
PID-1296,Monica,Reese,227-43-2755,63,Male,O-,Emergency,Hypertension,98,62,80,121.77,28.8,Low
PID-1297,Charles,Schultz,544-66-3177,43,Male,A-,Elective,Diabetes Type 2,114,71,64,153.78,27.1,Low
PID-1298,Rebecca,Bailey,745-83-2420,54,Male,A+,Urgent,COPD,168,103,95,161.53,36.0,Moderate
PID-1299,Joel,Thomas,203-23-9870,60,Male,O+,Emergency,COPD,110,82,102,136.92,18.7,Moderate
PID-1300,Eric,Malone,078-23-8096,64,Male,O-,Emergency,Asthma,104,84,95,114.33,20.7,Low
PID-1301,Steven,Elliott,594-58-9249,85,Male,AB+,Urgent,Heart Failure,141,105,86,136.59,38.5,High
PID-1302,Dawn,Downs,331-81-5180,45,Male,B-,Elective,COPD,124,67,75,127.63,27.1,Moderate
PID-1303,Edward,Jones,453-81-4962,21,Female,AB-,Urgent,Diabetes Type 2,179,84,89,105.62,22.4,Low
PID-1304,Laura,Vargas,361-65-1216,56,Female,AB+,Elective,Heart Failure,102,90,66,148.47,22.5,Moderate
PID-1305,Lance,Hayes,059-48-4704,73,Female,B-,Urgent,Diabetes Type 2,125,79,63,100.14,20.4,Low
PID-1306,Chase,Lin,876-12-9734,71,Female,O-,Elective,Pneumonia,90,103,104,134.16,31.4,Low
PID-1307,William,Ford,568-95-0673,38,Male,A-,Elective,Asthma,175,87,68,124.18,35.6,Low
PID-1308,Shannon,Pacheco,668-25-5268,32,Male,O-,Urgent,Hypertension,99,83,101,111.74,23.6,Low
PID-1309,Cassidy,Mason,064-58-1696,54,Female,B-,Elective,Pneumonia,157,109,83,142.54,36.2,Low
PID-1310,Lisa,Monroe,732-11-8267,77,Male,A+,Elective,Heart Failure,128,69,84,127.18,28.2,High
PID-1311,Debbie,Williams,725-57-7200,86,Male,A-,Elective,Heart Failure,136,108,94,96.54,37.2,High
PID-1312,Alexandria,Bishop,373-48-4635,50,Female,AB-,Emergency,Pneumonia,110,76,81,121.31,31.6,Low
PID-1313,Paul,Schroeder,696-77-0858,49,Female,B+,Urgent,Heart Failure,100,69,68,115.59,26.9,Moderate
PID-1314,Kristina,Holland,068-43-1549,74,Male,A+,Elective,Pneumonia,114,61,94,170.17,28.0,Low
PID-1315,Angela,Hughes,259-93-9875,56,Male,O+,Emergency,COPD,130,108,70,147.69,39.8,Moderate
PID-1316,Morgan,Cook,597-85-2318,77,Male,A-,Emergency,Hypertension,135,78,63,137.07,24.4,Moderate
PID-1317,Sabrina,Collins,672-90-6422,53,Female,A-,Elective,Pneumonia,125,62,68,168.85,25.5,Low
PID-1318,David,Fletcher,087-40-9158,87,Male,B-,Urgent,Asthma,130,98,63,157.16,32.9,Moderate
PID-1319,Nicholas,Conner,833-17-8625,61,Female,AB-,Emergency,Pneumonia,116,91,80,113.55,24.3,Low
PID-1320,Clarence,Santiago,521-47-0299,89,Male,A-,Urgent,Asthma,139,62,103,84.82,32.9,Moderate
PID-1321,Michael,White,220-44-7968,61,Male,A+,Elective,COPD,91,97,76,83.0,39.9,Moderate
PID-1322,James,Cooke,159-10-4847,47,Male,O+,Elective,Asthma,97,81,103,159.34,22.2,Low
PID-1323,Megan,Garcia,790-70-8627,79,Male,A-,Elective,Hypertension,119,116,75,140.83,18.5,Moderate
PID-1324,Benjamin,Rogers,785-80-2148,33,Male,AB-,Emergency,COPD,101,67,79,49.93,,Low
PID-1325,Carla,Moore,186-89-2713,40,Female,B+,Urgent,Asthma,94,79,99,105.02,35.0,Low
PID-1326,Jennifer,Williams,374-87-3892,82,Female,B+,Emergency,Asthma,119,80,79,97.52,34.7,Moderate
PID-1327,Tara,Bishop,771-96-7356,50,Female,AB+,Emergency,Pneumonia,105,71,97,126.76,,Low
PID-1328,Jesus,Allen,829-61-3179,31,Male,AB-,Elective,Pneumonia,125,92,82,96.42,20.4,Low
PID-1329,Micheal,Valentine,452-60-4617,82,Female,A+,Urgent,Hypertension,164,62,82,80.06,38.8,Moderate
PID-1330,Kimberly,Shaw,429-21-3272,72,Female,AB-,Elective,Pneumonia,95,94,81,127.54,36.8,Low
PID-1331,Laurie,Taylor,257-07-7874,29,Female,O+,Urgent,Heart Failure,138,101,97,119.95,36.1,Low
PID-1332,Morgan,Spencer,106-92-8453,52,Female,B+,Elective,Hypertension,119,83,101,128.02,35.5,Low
PID-1333,Melissa,Mitchell,782-21-4470,69,Female,AB+,Emergency,COPD,103,68,74,129.65,27.2,Moderate
PID-1334,Shannon,Palmer,851-56-1503,83,Male,B+,Urgent,Heart Failure,91,94,77,122.62,38.6,High
PID-1335,Stacey,Walker,462-45-0437,83,Male,AB-,Urgent,Pneumonia,114,113,92,136.4,38.3,Moderate
PID-1336,Robert,Sanders,383-31-6327,31,Female,O+,Emergency,COPD,154,105,75,100.49,29.3,Low
PID-1337,Virginia,Brooks,029-41-1624,58,Female,A+,Urgent,Heart Failure,95,84,72,135.89,26.4,Moderate
PID-1338,Mary,Santos,811-19-2255,25,Female,O+,Elective,COPD,110,93,63,135.23,27.8,Low
PID-1339,Benjamin,Lowery,484-90-2274,30,Male,O+,Elective,Pneumonia,120,73,79,121.62,27.9,Low
PID-1340,Katherine,Harrison,631-01-1299,77,Male,B+,Urgent,Pneumonia,152,65,91,136.2,32.5,Moderate
PID-1341,Andrew,Lewis,154-71-9976,48,Female,B+,Emergency,Pneumonia,94,78,93,81.53,28.4,Low
PID-1342,Allison,Rodriguez,296-31-4935,19,Female,O+,Urgent,Hypertension,100,109,90,103.09,,Low
PID-1343,David,Allen,655-80-7490,45,Male,O-,Elective,Asthma,151,105,66,107.67,33.4,Low
PID-1344,Bryan,Copeland,512-77-8783,21,Male,B+,Urgent,COPD,93,98,99,133.11,25.1,Low
PID-1345,Allen,Robertson,248-92-2353,69,Female,AB+,Emergency,Asthma,125,119,97,155.72,27.7,Low
PID-1346,Kelly,Smith,362-31-9350,80,Male,B+,Elective,Asthma,152,94,66,61.68,22.3,Moderate
PID-1347,Robert,Beck,088-68-5909,22,Male,AB+,Urgent,Hypertension,144,61,86,200.99,27.5,Low
PID-1348,Carlos,Fox,520-65-9080,38,Female,O-,Emergency,Asthma,99,82,98,74.02,36.4,Low
PID-1349,Andrew,Marks,045-82-6339,70,Male,B+,Urgent,Heart Failure,171,96,104,150.99,19.4,Moderate
PID-1350,Tina,King,017-46-1107,77,Male,AB-,Urgent,Asthma,100,80,85,141.97,35.9,Moderate
PID-1351,Michael,Quinn,644-14-9534,69,Male,AB+,Elective,COPD,118,97,101,82.85,35.4,Moderate
PID-1352,Jill,Cook,046-46-8946,30,Male,B-,Emergency,Hypertension,153,76,68,114.07,38.5,Low
PID-1353,Matthew,Day,851-88-7613,77,Male,O-,Emergency,Diabetes Type 2,110,87,70,108.61,29.2,Moderate
PID-1354,Tina,Mendoza,187-18-1034,25,Female,B+,Urgent,Heart Failure,148,81,67,130.99,28.2,Low
PID-1355,Jennifer,Acevedo,038-38-3303,62,Male,O+,Urgent,Hypertension,172,64,91,112.29,39.7,Low
PID-1356,Bradley,Gonzalez,043-41-5081,25,Female,A-,Emergency,Heart Failure,166,67,82,109.04,20.0,Low
PID-1357,Zachary,Hays,557-61-4151,41,Male,O-,Urgent,Heart Failure,106,64,79,125.54,34.4,Moderate
PID-1358,Benjamin,Lucas,293-46-0784,75,Male,B+,Emergency,COPD,120,105,95,156.01,32.7,Moderate
PID-1359,Michelle,Rivera,128-48-7160,45,Male,B+,Elective,Pneumonia,140,102,64,100.29,30.3,Low
PID-1360,Pamela,Paul,396-44-3061,25,Female,B-,Elective,Asthma,153,69,97,120.89,37.8,Low
PID-1361,Tyler,Jimenez,817-67-4370,25,Female,AB+,Emergency,Pneumonia,114,68,61,94.56,32.8,Low
PID-1362,Laurie,Acosta,081-56-9871,84,Female,AB+,Urgent,Diabetes Type 2,138,95,63,139.25,29.9,Moderate
PID-1363,Wanda,White,301-42-1681,79,Male,B+,Emergency,COPD,99,80,95,156.74,24.8,High
PID-1364,Christopher,Guerrero,314-58-9874,19,Female,A+,Emergency,COPD,102,112,91,142.37,32.6,Low
PID-1365,Jennifer,Jackson,455-45-7326,28,Female,B-,Urgent,Asthma,99,74,76,137.8,38.5,Low
PID-1366,Bobby,Berg,362-79-7127,72,Male,AB+,Urgent,Heart Failure,162,84,99,67.87,31.7,Moderate
PID-1367,Joshua,Whitney,059-10-6656,39,Female,O+,Elective,Diabetes Type 2,119,79,80,61.56,33.0,Low
PID-1368,Michael,Owen,696-21-0511,68,Male,O-,Elective,Diabetes Type 2,135,108,80,145.81,37.0,Low
PID-1369,Douglas,Lawson,801-57-0571,29,Male,B+,Elective,Hypertension,136,77,80,102.51,34.7,Low
PID-1370,David,Young,661-47-5934,38,Female,AB-,Elective,Asthma,97,105,99,81.19,19.7,Low
PID-1371,Patrick,Bradley,620-20-7372,39,Female,A-,Elective,COPD,178,81,87,127.02,19.4,Moderate
PID-1372,Stacy,Watson,782-10-9404,19,Male,O-,Emergency,Hypertension,118,80,74,84.12,25.9,Low
PID-1373,Devin,Richardson,322-84-4567,39,Male,O+,Urgent,Hypertension,132,96,92,118.81,29.4,Low
PID-1374,John,Wilson,754-24-8177,80,Male,AB-,Emergency,Hypertension,108,82,88,124.88,37.4,Moderate
PID-1375,April,Mcintyre,121-34-4265,25,Female,O-,Elective,COPD,147,75,67,94.31,23.8,Low
PID-1376,Jane,Lewis,627-37-8048,22,Female,A-,Elective,Pneumonia,92,60,63,113.73,35.7,Low
PID-1377,James,Taylor,076-58-2829,27,Male,AB-,Emergency,Diabetes Type 2,110,105,98,94.48,31.7,Low
PID-1378,Rachel,Wallace,090-88-5237,83,Female,O-,Elective,COPD,130,107,72,169.17,36.7,High
PID-1379,Elizabeth,Mckinney,564-70-4758,75,Male,B+,Elective,Heart Failure,143,71,76,198.75,18.7,Moderate
PID-1380,Patricia,York,729-91-2853,51,Female,A+,Elective,Hypertension,142,116,79,93.38,25.1,Low
PID-1381,Laura,Hicks,125-26-2276,73,Male,AB+,Emergency,Hypertension,172,96,63,106.88,26.8,Low
PID-1382,Joel,Snyder,370-71-9377,21,Female,AB+,Urgent,COPD,109,69,83,106.26,32.8,Low
PID-1383,Miguel,Lara,565-17-1413,71,Male,A-,Elective,Diabetes Type 2,110,69,97,109.27,22.1,Low
PID-1384,Cameron,Sanders,735-93-7843,77,Female,AB-,Emergency,COPD,146,104,79,149.41,29.5,High
PID-1385,Alicia,Hammond,844-74-1209,20,Female,A+,Emergency,COPD,177,96,75,112.32,,Low
PID-1386,David,Stewart,076-58-7633,75,Female,O-,Emergency,Heart Failure,144,111,63,119.4,31.4,Moderate
PID-1387,Erin,Cooper,849-71-9631,36,Male,AB-,Emergency,Hypertension,120,119,78,100.0,29.2,Low
PID-1388,Hunter,Burch,444-65-0908,39,Female,AB-,Urgent,COPD,113,104,71,140.89,35.5,Moderate
PID-1389,Marie,Holmes,312-22-2654,81,Female,AB+,Elective,Asthma,108,107,104,148.66,21.7,Moderate
PID-1390,Marcus,Fletcher,355-67-4654,72,Female,A-,Elective,Hypertension,144,92,77,102.52,35.7,Low
PID-1391,Meghan,King,651-71-4497,64,Male,O-,Elective,COPD,164,116,104,114.86,22.2,Moderate
PID-1392,David,Turner,547-12-8235,87,Male,A+,Urgent,Asthma,93,79,107,136.35,39.8,Moderate
PID-1393,Danielle,Vargas,595-20-2805,26,Female,B-,Emergency,Diabetes Type 2,179,75,64,91.7,22.5,Low
PID-1394,Donna,Le,620-44-9235,78,Male,A+,Elective,Diabetes Type 2,99,109,62,104.17,29.6,Moderate
PID-1395,Blake,Shields,084-06-9450,68,Male,B-,Elective,Heart Failure,108,101,94,143.14,27.7,Moderate
PID-1396,Joseph,Clark,586-54-0497,86,Female,A+,Urgent,Asthma,153,96,79,114.24,28.9,Moderate
PID-1397,Tyler,Burton,297-83-4950,87,Male,AB-,Urgent,COPD,179,63,98,161.71,37.9,High
PID-1398,Timothy,Ballard,702-52-4874,52,Female,B+,Elective,Hypertension,90,83,95,101.93,31.6,Low
PID-1399,Shawn,Barker,162-57-6810,77,Female,AB-,Urgent,COPD,146,90,79,134.06,32.6,High
PID-1400,Todd,Harris,622-19-5122,53,Female,O-,Emergency,COPD,174,89,83,117.0,24.1,Moderate
PID-1401,Michelle,Flores,882-45-6533,52,Female,AB+,Emergency,COPD,144,87,73,113.89,23.9,Moderate
PID-1402,David,Wood,576-14-5229,33,Female,B-,Urgent,Hypertension,143,90,101,105.59,21.9,Low
PID-1403,John,Martinez,461-32-2309,73,Female,AB-,Urgent,Heart Failure,173,77,102,141.42,21.5,Moderate
PID-1404,Colin,Roberts,394-79-6851,85,Female,A-,Urgent,Hypertension,139,92,86,142.11,19.0,Moderate
PID-1405,John,Grimes,164-42-9465,37,Female,AB-,Emergency,Heart Failure,177,74,107,111.56,38.6,Moderate
PID-1406,Jennifer,Lee,164-64-8434,59,Female,A-,Elective,Asthma,115,103,73,143.83,22.8,Low
PID-1407,Steven,Koch,510-03-1476,66,Female,O-,Emergency,Asthma,108,110,84,82.37,38.9,Low
PID-1408,Sierra,Wagner,247-28-9558,29,Female,AB+,Emergency,COPD,150,100,92,107.2,23.9,Low
PID-1409,Michael,Williams,507-77-7711,88,Male,A+,Urgent,Diabetes Type 2,175,114,92,103.74,29.8,Moderate
PID-1410,Justin,Smith,111-56-2195,78,Male,B-,Emergency,Asthma,150,93,87,111.13,33.7,Moderate
PID-1411,Nicole,Luna,783-52-5996,34,Female,O-,Emergency,Asthma,159,105,65,124.57,36.7,Low
PID-1412,Brandon,Williams,576-25-5940,22,Male,B+,Elective,Pneumonia,91,81,107,113.97,37.0,Low
PID-1413,Angela,Jones,517-58-9009,68,Female,B-,Elective,Heart Failure,128,81,71,115.75,19.8,Moderate
PID-1414,Joshua,Hays,697-79-1947,57,Male,B-,Urgent,Pneumonia,127,119,69,56.01,37.3,Low
PID-1415,David,Davis,383-44-9140,43,Male,O+,Emergency,Diabetes Type 2,157,105,81,118.9,18.9,Low
PID-1416,Sheila,Fischer,204-78-8342,31,Male,O-,Emergency,Heart Failure,116,100,99,146.49,30.1,Low
PID-1417,Richard,Williams,040-18-5457,23,Female,A+,Elective,Pneumonia,128,111,82,117.66,36.2,Low
PID-1418,Linda,Stone,153-78-8447,67,Male,AB+,Elective,Hypertension,132,78,64,65.08,35.5,Low
PID-1419,Donald,Velazquez,327-21-6439,53,Female,O-,Elective,Diabetes Type 2,174,67,68,126.02,27.0,Low
PID-1420,Vicki,Stevenson,307-76-5512,65,Male,B+,Urgent,Hypertension,171,101,79,83.14,31.7,Low
PID-1421,William,Hicks,502-91-9223,20,Female,B+,Emergency,Asthma,116,109,102,126.38,39.6,Low
PID-1422,Kevin,Cabrera,378-43-1796,50,Female,B-,Emergency,COPD,90,114,67,128.94,21.8,Moderate
PID-1423,Tina,Silva,816-93-0437,21,Female,AB-,Emergency,Heart Failure,159,105,78,142.83,37.5,Low
PID-1424,Candice,Baker,672-75-9464,29,Male,B+,Elective,Diabetes Type 2,100,105,75,119.73,21.1,Low
PID-1425,Jeremy,Williams,492-22-8590,47,Male,AB+,Elective,Pneumonia,102,93,63,129.09,39.9,Low
PID-1426,Cristina,Harvey,862-49-2422,76,Female,AB+,Urgent,Hypertension,116,64,84,104.94,26.6,Moderate
PID-1427,Lorraine,Allen,587-90-1801,78,Male,AB-,Urgent,Hypertension,98,111,97,136.76,30.1,Moderate
PID-1428,James,Alexander,429-20-6766,77,Male,AB+,Emergency,Heart Failure,133,116,70,128.3,25.3,High
PID-1429,Hannah,Jenkins,794-79-7727,20,Female,A-,Urgent,Asthma,165,87,89,141.96,22.2,Low
PID-1430,Monique,Fitzgerald,064-91-2263,38,Female,B-,Emergency,Hypertension,117,115,85,112.83,21.6,Low
PID-1431,April,Hoffman,679-62-8610,58,Female,O-,Urgent,Diabetes Type 2,140,106,77,109.0,34.6,Low
PID-1432,Nicholas,Frye,471-69-5609,74,Female,O-,Urgent,Heart Failure,112,107,81,143.87,36.6,Moderate
PID-1433,Amy,Lowe,889-93-4332,52,Male,A-,Urgent,Diabetes Type 2,122,79,75,138.56,20.8,Low
PID-1434,Chelsea,Lee,253-36-9144,57,Female,A-,Emergency,Pneumonia,117,106,98,134.09,39.8,Low
PID-1435,Kenneth,David,305-99-4736,80,Male,B+,Emergency,COPD,156,63,84,89.8,23.1,High
PID-1436,Janet,Vaughn,501-41-7862,32,Female,B-,Urgent,Pneumonia,152,80,94,104.91,34.8,Low
PID-1437,Michael,Peck,815-93-4481,34,Male,O-,Emergency,COPD,128,68,94,163.32,19.8,Moderate
PID-1438,Keith,Berry,557-49-6465,23,Female,A+,Urgent,Heart Failure,112,118,86,73.17,23.4,Low
PID-1439,Loretta,Blevins,824-19-4759,89,Female,A+,Elective,Asthma,151,94,78,77.16,39.5,Moderate
PID-1440,Bobby,Moses,081-45-7248,42,Male,B-,Urgent,Asthma,129,83,73,113.34,37.0,Low
PID-1441,Diana,Burgess,220-26-8825,68,Female,A-,Urgent,Hypertension,92,101,78,132.65,35.8,Low
PID-1442,Joseph,Hoffman,279-18-1790,62,Male,A+,Elective,Heart Failure,160,73,68,146.66,24.6,Moderate
PID-1443,Christina,Matthews,249-07-8701,64,Male,O+,Elective,Asthma,103,115,97,104.2,21.1,Low
PID-1444,Jeremiah,Hall,103-53-5412,53,Female,O+,Elective,Heart Failure,129,76,89,122.58,24.6,Moderate
PID-1445,Jennifer,Garcia,790-18-0085,31,Male,AB-,Emergency,Asthma,164,112,94,102.6,23.4,Low
PID-1446,Tamara,Spence,162-53-7794,58,Female,B+,Urgent,COPD,157,118,63,84.06,39.8,Moderate
PID-1447,Thomas,Gonzalez,295-42-4677,72,Male,AB+,Elective,Pneumonia,105,88,108,81.81,24.6,Low
PID-1448,Debbie,Velez,092-84-9407,29,Female,O+,Emergency,COPD,124,70,105,122.1,19.9,Low
PID-1449,Jesse,Rodgers,871-05-2869,37,Female,AB+,Emergency,Diabetes Type 2,156,103,92,154.86,34.4,Low
PID-1450,Robert,Monroe,038-51-8117,78,Male,O+,Urgent,Pneumonia,98,63,94,139.6,27.8,Moderate
PID-1451,Jacob,Curry,894-38-0614,71,Male,B-,Emergency,Diabetes Type 2,165,105,106,200.63,21.5,Low
PID-1452,Albert,Bradley,110-43-4663,36,Male,A+,Emergency,Heart Failure,115,111,88,162.97,32.3,Moderate
PID-1453,Shawn,Davidson,537-64-2199,72,Female,B-,Urgent,Heart Failure,160,87,87,111.85,23.5,Moderate
PID-1454,Melissa,Mcdonald,198-15-5418,62,Male,AB+,Emergency,Diabetes Type 2,156,81,103,123.7,34.5,Low
PID-1455,Francisco,Stevens,264-92-3051,18,Female,AB-,Emergency,COPD,161,82,97,136.54,20.0,Low
PID-1456,Alexis,Rogers,303-73-3165,42,Male,B-,Elective,Asthma,171,76,71,144.2,23.6,Low
PID-1457,Gregory,Chase,416-55-8443,82,Male,B+,Urgent,COPD,146,88,104,126.18,28.9,High
PID-1458,Mark,Morales,098-24-2304,57,Female,AB-,Urgent,Pneumonia,103,94,107,93.17,29.6,Low
PID-1459,Thomas,Boyle,007-34-6285,66,Female,O+,Elective,Asthma,135,108,67,99.92,19.3,Low
PID-1460,Joe,Molina,338-39-9544,56,Female,O-,Emergency,Diabetes Type 2,174,112,108,105.23,19.5,Low
PID-1461,Jennifer,Smith,670-47-3872,26,Female,B+,Elective,Asthma,177,96,108,79.71,31.8,Low
PID-1462,Bryan,Wilson,315-21-6643,38,Female,B+,Elective,Heart Failure,140,118,98,106.93,33.0,Moderate
PID-1463,Gina,Leblanc,721-99-5096,36,Male,A-,Elective,Hypertension,100,72,105,122.08,22.1,Low
PID-1464,Hannah,Fowler,303-48-3619,57,Male,B-,Emergency,COPD,108,71,67,128.01,31.6,Moderate
PID-1465,Jeffrey,Anderson,157-59-9925,50,Male,B-,Urgent,Pneumonia,134,85,98,135.26,39.0,Low
PID-1466,Nathaniel,Miles,483-97-8807,86,Male,B-,Elective,Heart Failure,97,84,86,108.69,32.8,High
PID-1467,Laurie,Petersen,781-32-9762,50,Male,B-,Urgent,Diabetes Type 2,125,77,96,137.27,21.1,Low
